"","latitude","longitude","salmon_id","Common Name","Age Classbylength","field_length_mm","lab_length_mm","weight_g","Stomach Condition Description","Prey Item Genus Species","prey","prey_life_stage","prey_item_count","prey_weight_g","Prey Item Condition Description","prey_big","Genetic Stock Best Estimate","Genetic Stock Best Estimate Probability","Genetic Stock Second Best Estimate","Genetic Stock Second Best Estimate Probability","insulin_level","hatchery","hatchery_prob"
"104",46.28783,-124.3337,35156,"Chinook salmon","yearling",148,145,27.2,"Totally digested","CRUSTACEA","CRUSTACEA","Material",0,0.006,"Totally digested","Plankton/Crustaceans","Snake_Sp",0.9825,"Mid&UCR_Sp",0.0175,53.8917,"McCall",0.999002
"105",46.28783,-124.3337,35164,"Chinook salmon","yearling",146,143,25.9,"Most to genus or taxa","CANCER MAGISTER","DUNGENESS CRAB","Megalopa",1,0.04,"Most to genus or taxa","Crabs","Mid&UCR_Sp",0.7656,"Snake_Sp",0.2344,20.30555,NA,NA
"106",46.28783,-124.3337,35166,"Chinook salmon","yearling",150,159,27.7,"Some to taxa","CRUSTACEA","CRUSTACEA","Material",0,0.066,"Some to taxa","Plankton/Crustaceans","Snake_Sp",0.9996,NA,NA,19.86,"RapidRiver",0.999754
"107",46.28783,-124.3337,35171,"Chinook salmon","yearling",142,139,25.5,"Some to taxa","PORCELLANIDAE","PORCELLANIDAE","Megalopa",1,1e-05,"Some to taxa","Crabs","Snake_Sp",0.6188,"Mid&UCR_Sp",0.3812,42.92621,"McCall",0.995478
"108",46.28783,-124.3337,35171,"Chinook salmon","yearling",142,139,25.5,"Some to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.006,"Some to taxa","Crabs","Snake_Sp",0.6188,"Mid&UCR_Sp",0.3812,42.92621,"McCall",0.995478
"109",46.28783,-124.3337,35172,"Chinook salmon","yearling",148,147,28.5,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",2,0.505,"Most to genus or taxa","Fish","Snake_Sp",0.9906,NA,NA,46.90392,"Lookingglass",0.999112
"110",46.28783,-124.3337,35177,"Chinook salmon","yearling",140,139,24.9,"Most to taxa","CANCER MAGISTER","DUNGENESS CRAB","Megalopa",7,0.151,"Most to taxa","Crabs","Snake_Sp",0.9874,"Mid&UCR_Sp",0.0126,42.768,"McCall",0.995027
"111",46.678,-124.1913,36318,"Chinook salmon","yearling",159,155,41.8,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",3,0.025,"Most to taxa","Crabs","Snake_F",0.5958,"UCR_Su/F",0.4042,NA,NA,NA
"112",46.678,-124.1913,36318,"Chinook salmon","yearling",159,155,41.8,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.1,"Most to taxa","Fish","Snake_F",0.5958,"UCR_Su/F",0.4042,NA,NA,NA
"113",46.678,-124.1913,36318,"Chinook salmon","yearling",159,155,41.8,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",7,0.021,"Most to taxa","Crabs","Snake_F",0.5958,"UCR_Su/F",0.4042,NA,NA,NA
"114",46.678,-124.1913,36319,"Chinook salmon","yearling",260,251,205.5,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",2,0.031,"Most to taxa","Crabs","WR_Sp",0.8959,"WC_Sp",0.1041,NA,NA,NA
"115",46.678,-124.1913,36319,"Chinook salmon","yearling",260,251,205.5,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.14,"Most to taxa","Fish","WR_Sp",0.8959,"WC_Sp",0.1041,NA,NA,NA
"116",46.678,-124.1913,36320,"Chinook salmon","yearling",180,177,67,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",6,0.084,"Most to genus or taxa","Plankton/Crustaceans","UCR_Su/F",0.9974,NA,0,NA,NA,NA
"117",46.678,-124.1913,36320,"Chinook salmon","yearling",180,177,67,"Most to genus or taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.004,"Most to genus or taxa","Crabs","UCR_Su/F",0.9974,NA,0,NA,NA,NA
"118",46.18083,-124.0867,36375,"Chinook salmon","yearling",142,139,34.2,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",1,0.009,"Most to taxa","Plankton/Crustaceans","NCA_SOR",0.5493,"N/Mid_OR_Cst",0.4448,NA,NA,NA
"119",46.18083,-124.0867,36375,"Chinook salmon","yearling",142,139,34.2,"Most to taxa","POLYCHAETA","POLYCHAETA","Juvenile",1,0.01,"Most to taxa","Other","NCA_SOR",0.5493,"N/Mid_OR_Cst",0.4448,NA,NA,NA
"120",46.18083,-124.0867,36376,"Chinook salmon","yearling",141,135,30.3,"Some to taxa","EUPHAUSIIDAE","EUPHAUSIIDAE","Adult",1,0.014,"Some to taxa","Plankton/Crustaceans","N/Mid_OR_Cst",0.9976,NA,NA,NA,NA,NA
"121",46.18083,-124.0867,36376,"Chinook salmon","yearling",141,135,30.3,"Some to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.037,"Some to taxa","Fish","N/Mid_OR_Cst",0.9976,NA,NA,NA,NA,NA
"122",46.18083,-124.0867,36379,"Chinook salmon","yearling",264,252,236,"Some to taxa","UNIDENTIFIED","UNIDENTIFIED MATERIAL","Material",0,0.03,"Some to taxa","Other","WC_Sp",1,NA,0,NA,NA,NA
"123",46.1755,-124.1668,36443,"Chinook salmon","yearling",238,224,151.1,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",1,0.049,"Some to taxa","Fish","Snake_Sp",0.999165,NA,0.4751,NA,"Clearwater",0.999165
"124",46.1755,-124.1668,36444,"Chinook salmon","yearling",249,238,202,"Most to genus or taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",1,0.769,"Most to genus or taxa","Fish","WC_Sp",0.9999,NA,0,NA,NA,NA
"125",46.1755,-124.1668,36445,"Chinook salmon","yearling",280,272,278.9,"Most to taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",1,0.354,"Most to taxa","Fish","WC_Sp",0.9997,NA,0,NA,NA,NA
"126",46.1755,-124.1668,36446,"Chinook salmon","yearling",247,240,197.3,"Most to genus or taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",2,4.323,"Most to genus or taxa","Fish","WC_Sp",0.9999,NA,0,NA,NA,NA
"127",46.17967,-124.2252,36531,"Chinook salmon","yearling",230,220,154.8,"Most to taxa","EUPHAUSIIDAE","EUPHAUSIIDAE","Adult",1,0.014,"Most to taxa","Plankton/Crustaceans","Snake_Sp",0.9981,NA,NA,NA,NA,NA
"128",46.17967,-124.2252,36531,"Chinook salmon","yearling",230,220,154.8,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.038,"Most to taxa","Fish","Snake_Sp",0.9981,NA,NA,NA,NA,NA
"129",46.17967,-124.2252,36532,"Chinook salmon","yearling",270,260,266.1,"Mostly to spp or genus","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",5,10.848,"Mostly to spp or genus","Fish","WC_Sp",0.9764,"WC_F",0.0236,NA,NA,NA
"130",46.17967,-124.2252,36534,"Chinook salmon","yearling",248,242,181.9,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",11,0.098,"Most to taxa","Plankton/Crustaceans","WC_Sp",0.995,NA,0,NA,NA,NA
"131",46.175,-124.3403,36556,"Chinook salmon","yearling",236,226,154.7,"Most to genus or taxa","PHRONIMA SEDENTARIA","PHRONIMA SEDENTARIA","Adult",1,0.048,"Most to genus or taxa","Plankton/Crustaceans","WR_Sp",1,NA,0,NA,NA,NA
"132",46.175,-124.3403,36556,"Chinook salmon","yearling",236,226,154.7,"Most to genus or taxa","PSETTICHTHYS MELANOSTICTUS","SAND SOLE","Juvenile",4,0.374,"Most to genus or taxa","Fish","WR_Sp",1,NA,0,NA,NA,NA
"133",45.4985,-124.0398,36584,"Chinook salmon","yearling",240,229,199.9,"Most to genus or taxa","ALLOSMERUS ELONGATUS","WHITEBAIT SMELT","Juvenile",1,4.0633,"Most to genus or taxa","Fish","Mid&UCR_Sp",1,NA,0,NA,NA,NA
"134",46.25583,-124.3223,35412,"Chinook salmon","yearling",192,188,87.2,"Most to genus or taxa","CANCER MAGISTER","DUNGENESS CRAB","Megalopa",3,0.103,"Most to genus or taxa","Crabs","Snake_Sp",0.9979,NA,NA,46.60081,"RapidRiver",0.994924
"135",46.25583,-124.3223,35414,"Chinook salmon","yearling",147,141,25.8,"Some to taxa","CRUSTACEA","CRUSTACEA","Material",0,0.014,"Some to taxa","Plankton/Crustaceans","Snake_Sp",0.6689,"Mid&UCR_Sp",0.3311,39.57,"McCall",0.997378
"136",46.25583,-124.3223,35414,"Chinook salmon","yearling",147,141,25.8,"Some to taxa","INSECTA","INSECT","Material",0,0.009,"Some to taxa","Other","Snake_Sp",0.6689,"Mid&UCR_Sp",0.3311,39.57,"McCall",0.997378
"137",46.25583,-124.3223,35422,"Chinook salmon","yearling",147,143,28.8,"Totally digested","EMPTY STOMACH","EMPTY STOMACH","No Food",0,0,"Totally digested","Empty Stomach","Mid&UCR_Sp",0.9992,NA,NA,53.97115,NA,NA
"138",46.25583,-124.3223,35425,"Chinook salmon","yearling",130,128,22.2,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.298,"Most to taxa","Fish","Snake_Sp",0.9062,"Mid&UCR_Sp",0.0938,51.49006,"Dworshak",0.999859
"139",46.25583,-124.3223,35425,"Chinook salmon","yearling",130,128,22.2,"Most to taxa","PAGURIDAE","PAGURIDAE","Megalopa",2,0.006,"Most to taxa","Crabs","Snake_Sp",0.9062,"Mid&UCR_Sp",0.0938,51.49006,"Dworshak",0.999859
"140",46.25583,-124.3223,35426,"Chinook salmon","yearling",143,140,23.9,"Most to taxa","CANCER MAGISTER","DUNGENESS CRAB","Megalopa",2,0.08,"Most to taxa","Crabs","Mid&UCR_Sp",0.9053,"Snake_Sp",0.0947,22.0616,NA,NA
"141",46.25583,-124.3223,35427,"Chinook salmon","yearling",167,167,41,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",2,0.045,"Most to taxa","Crabs","Snake_F",0.8828,"UCR_Su/F",0.1172,17.34,NA,NA
"142",46.25583,-124.3223,35435,"Chinook salmon","yearling",141,136,21.5,"Some to taxa","INSECTA","INSECT","Material",0,0.001,"Some to taxa","Other","Snake_Sp",0.997,NA,NA,19.12995,"McCall",0.999087
"143",46.25583,-124.3223,35435,"Chinook salmon","yearling",141,136,21.5,"Some to taxa","CANCER","CANCER","Material",0,0.051,"Some to taxa","Crabs","Snake_Sp",0.997,NA,NA,19.12995,"McCall",0.999087
"144",46.31183,-124.3808,35447,"Chinook salmon","yearling",145,139,24.9,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.402,"Most to genus or taxa","Fish","Snake_Sp",0.9477,"Mid&UCR_Sp",0.0523,9.314661,"Lookingglass",0.997472
"145",46.31183,-124.3808,35448,"Chinook salmon","yearling",145,141,21.7,"Some to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.007,"Some to taxa","Crabs","Snake_Sp",1,NA,NA,7.69428,"RapidRiver",0.999672
"146",46.31183,-124.3808,35448,"Chinook salmon","yearling",145,141,21.7,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",0,0.013,"Some to taxa","Fish","Snake_Sp",1,NA,NA,7.69428,"RapidRiver",0.999672
"147",46.31183,-124.3808,35449,"Chinook salmon","yearling",130,128,18.8,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.374,"Most to taxa","Fish","Snake_Sp",0.997929,NA,NA,21.7846,"Dworshak",0.997929
"148",46.31183,-124.3808,35450,"Chinook salmon","yearling",142,138,21.9,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",1,0.275,"Most to taxa","Fish","Snake_Sp",0.9994,NA,NA,18.43645,"Lookingglass",0.998411
"149",46.31183,-124.3808,35455,"Chinook salmon","yearling",145,142,28.8,"Most to genus or taxa","COPEPODA","COPEPODA","Adult",4,0.001,"Most to genus or taxa","Plankton/Crustaceans","Snake_Sp",0.9943,NA,NA,28.60406,"McCall",0.995761
"150",46.31183,-124.3808,35456,"Chinook salmon","yearling",140,143,27.8,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",1,0.239,"Some to taxa","Fish","Snake_Sp",0.8891,"Mid&UCR_Sp",0.1109,16.3216,"McCall",0.998295
"151",46.31183,-124.3808,35458,"Chinook salmon","yearling",136,133,20.7,"Most to taxa","PLANTAE","PLANT","Material",0,0.003,"Most to taxa","Other","Snake_Sp",0.998289,NA,NA,20.10628,"Sawtooth",0.998289
"152",46.31183,-124.3808,35459,"Chinook salmon","yearling",152,149,28.9,"Most to genus or taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",1,0.001,"Most to genus or taxa","Crabs","Snake_Sp",0.999,NA,NA,16.9502,"McCall",0.999473
"153",46.31183,-124.3808,35459,"Chinook salmon","yearling",152,149,28.9,"Most to genus or taxa","ISOPODA","ISOPODA","Juvenile",2,0.009,"Most to genus or taxa","Plankton/Crustaceans","Snake_Sp",0.999,NA,NA,16.9502,"McCall",0.999473
"154",46.31183,-124.3808,35462,"Chinook salmon","yearling",146,144,28.5,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",1,0.703,"Mostly to spp or genus","Fish","Snake_Sp",0.7482,"Mid&UCR_Sp",0.2518,43.14664,"McCall",0.999738
"155",46.31183,-124.3808,35463,"Chinook salmon","yearling",136,135,22.7,"Some to taxa","CRUSTACEA","CRUSTACEA","Material",0,0.043,"Some to taxa","Plankton/Crustaceans","Snake_F",0.8566,"UCR_Su/F",0.1434,17.115,NA,NA
"156",46.31183,-124.3808,35464,"Chinook salmon","yearling",150,146,28.7,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.574,"Most to genus or taxa","Fish","Snake_Sp",0.9997,NA,NA,29.45,"RapidRiver",0.990405
"157",46.31183,-124.3808,35466,"Chinook salmon","yearling",148,146,29.9,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.455,"Most to taxa","Fish","Snake_Sp",0.9976,NA,NA,46.58495,"RapidRiver",0.999519
"158",46.31183,-124.3808,35467,"Chinook salmon","yearling",149,143,29.1,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",2,0.344,"Most to taxa","Fish","Mid&UCR_Sp",0.9559,"Snake_Sp",0.0441,21.345,NA,NA
"159",46.31183,-124.3808,35468,"Chinook salmon","yearling",141,136,25.9,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.397,"Most to taxa","Fish","Snake_Sp",0.5302,"Mid&UCR_Sp",0.4698,48.11574,NA,NA
"160",46.31183,-124.3808,35469,"Chinook salmon","yearling",142,140,27.7,"Mostly to spp or genus","PAGURIDAE","PAGURIDAE","Megalopa",1,0.001,"Mostly to spp or genus","Crabs","Snake_Sp",0.9998,NA,NA,15.60266,"RapidRiver",0.997416
"161",46.31183,-124.3808,35469,"Chinook salmon","yearling",142,140,27.7,"Mostly to spp or genus","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",19,0.199,"Mostly to spp or genus","Crabs","Snake_Sp",0.9998,NA,NA,15.60266,"RapidRiver",0.997416
"162",46.31183,-124.3808,35475,"Chinook salmon","yearling",138,136,29.1,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",1,0.666,"Mostly to spp or genus","Fish","Snake_Sp",0.9672,"Mid&UCR_Sp",0.0328,49.14505,"Dworshak",0.999181
"163",46.31183,-124.3808,35476,"Chinook salmon","yearling",158,151,31.7,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.266,"Most to taxa","Fish","Mid&UCR_Sp",0.6817,"Snake_Sp",0.3183,42.9066,NA,NA
"164",46.31183,-124.3808,35477,"Chinook salmon","yearling",148,145,25.7,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",1,1.173,"Mostly to spp or genus","Fish","Snake_Sp",0.9134,"Mid&UCR_Sp",0.0866,41.8244,"Lookingglass",0.999781
"165",46.31183,-124.3808,35478,"Chinook salmon","yearling",149,143,27.9,"Most to genus or taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",24,0.179,"Most to genus or taxa","Crabs","Snake_Sp",0.8126,"Mid&UCR_Sp",0.1874,24.3093,"Sawtooth",0.998025
"166",46.31183,-124.3808,35480,"Chinook salmon","yearling",152,151,32.6,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",2,0.18,"Most to taxa","Fish","Snake_Sp",0.9983,NA,NA,39.395,"McCall",0.98808
"167",46.31183,-124.3808,35486,"Chinook salmon","yearling",168,163,54.3,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",4,0.488,"Most to genus or taxa","Fish","Snake_Sp",0.9997,NA,NA,56.25515,"RapidRiver",0.997754
"168",46.16933,-124.4497,35587,"Chinook salmon","yearling",200,193,88.7,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",0,0.373,"Most to taxa","Fish","Snake_F",0.9994,NA,NA,62.9271,NA,NA
"169",46.16933,-124.4497,35587,"Chinook salmon","yearling",200,193,88.7,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.505,"Most to taxa","Fish","Snake_F",0.9994,NA,NA,62.9271,NA,NA
"170",46.16933,-124.4497,35589,"Chinook salmon","yearling",190,185,84.7,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",1,0.759,"Mostly to spp or genus","Fish","Snake_F",0.7754,"UCR_Su/F",0.2246,76.1206,NA,NA
"171",46.16933,-124.4497,35591,"Chinook salmon","yearling",118,114,13.8,"Most to taxa","CANCER","CANCER","Zoea",1,0.001,"Most to taxa","Crabs","Snake_Sp",0.9285,"Mid&UCR_Sp",0.0715,40.77465,"Dworshak",0.997908
"172",46.16933,-124.4497,35591,"Chinook salmon","yearling",118,114,13.8,"Most to taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Larva",1,0.074,"Most to taxa","Fish","Snake_Sp",0.9285,"Mid&UCR_Sp",0.0715,40.77465,"Dworshak",0.997908
"173",46.16933,-124.4497,35596,"Chinook salmon","yearling",142,138,25.3,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",4,0.041,"Most to taxa","Crabs","Snake_Sp",0.999,NA,NA,39.97485,"RapidRiver",0.99771
"174",46.16933,-124.4497,35598,"Chinook salmon","yearling",166,161,46.5,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",3,0.385,"Most to genus or taxa","Fish","Snake_Sp",0.9977,NA,NA,58.8127,"RapidRiver",0.999468
"175",46.16933,-124.4497,35603,"Chinook salmon","yearling",170,166,53.8,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",1,0.841,"Mostly to spp or genus","Fish","Snake_F",0.9649,"UCR_Su/F",0.0351,82.20457,NA,NA
"176",46.16933,-124.4497,35604,"Chinook salmon","yearling",205,199,105.8,"Totally digested","UNIDENTIFIED","UNIDENTIFIED MATERIAL","Material",0,0.11,"Totally digested","Other","Snake_Sp",0.5528,"Mid&UCR_Sp",0.4472,NA,"McCall",0.999825
"177",46.19683,-124.4787,35614,"Chinook salmon","yearling",138,134,22.6,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",2,0.138,"Most to genus or taxa","Fish","Snake_Sp",0.8408,"Mid&UCR_Sp",0.1592,24.51153,"Lookingglass",0.998726
"178",46.19683,-124.4787,35617,"Chinook salmon","yearling",165,160,47.6,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",1,0.555,"Most to genus or taxa","Fish","Snake_Sp",0.992488,NA,NA,51.14713,"Powell",0.992488
"179",46.19683,-124.4787,35619,"Chinook salmon","yearling",174,166,66.9,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",2,1.599,"Most to genus or taxa","Fish","Snake_Sp",0.8232,"Mid&UCR_Sp",0.1768,67.46078,"Dworshak",0.991128
"180",46.19683,-124.4787,35620,"Chinook salmon","yearling",170,169,53.8,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",0,0.041,"Some to taxa","Fish","Mid&UCR_Sp",1,NA,NA,42.00954,NA,NA
"181",46.16367,-124.4492,35628,"Chinook salmon","yearling",161,158,43.8,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",8,0.767,"Most to genus or taxa","Fish","Snake_Sp",0.6584,"Mid&UCR_Sp",0.3416,64.832,"LyonsFerry",0.992164
"182",46.16367,-124.4492,35633,"Chinook salmon","yearling",138,135,20.9,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",2,0.893,"Most to genus or taxa","Fish","Snake_Sp",0.9991,NA,NA,18.10376,"RapidRiver",0.999503
"183",46.16367,-124.4492,35634,"Chinook salmon","yearling",120,116,17.2,"Most to genus or taxa","SEBASTES","ROCKFISH","Larva",5,0.092,"Most to genus or taxa","Fish","Snake_Sp",0.9973,NA,NA,44.01135,"Sawtooth",0.998965
"184",46.16367,-124.4492,35634,"Chinook salmon","yearling",120,116,17.2,"Most to genus or taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.006,"Most to genus or taxa","Crabs","Snake_Sp",0.9973,NA,NA,44.01135,"Sawtooth",0.998965
"185",46.16367,-124.4492,35634,"Chinook salmon","yearling",120,116,17.2,"Most to genus or taxa","HYPERIIDAE","HYPERIIDAE","Adult",1,0.002,"Most to genus or taxa","Plankton/Crustaceans","Snake_Sp",0.9973,NA,NA,44.01135,"Sawtooth",0.998965
"186",46.16367,-124.4492,35635,"Chinook salmon","yearling",150,151,36.8,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",5,1.125,"Most to genus or taxa","Fish","Snake_Sp",0.617,"Mid&UCR_Sp",0.383,53.79787,NA,NA
"187",46.16367,-124.4492,35641,"Chinook salmon","yearling",130,129,19.8,"Most to genus or taxa","SEBASTES","ROCKFISH","Larva",1,0.028,"Most to genus or taxa","Fish","Snake_Sp",0.9745,"Mid&UCR_Sp",0.0255,NA,"Lookingglass",0.998967
"188",46.16367,-124.4492,35642,"Chinook salmon","yearling",160,154,45.6,"Mostly to spp or genus","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",6,1.071,"Mostly to spp or genus","Fish","Snake_Sp",1,NA,NA,51.24497,"RapidRiver",0.999286
"189",46.16367,-124.4492,35647,"Chinook salmon","yearling",160,157,45.7,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",0,0.613,"Most to taxa","Fish","Mid&UCR_Sp",0.9568,"Snake_Sp",0.0432,59.73869,NA,NA
"190",46.16367,-124.4492,35655,"Chinook salmon","yearling",194,190,80.4,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",5,0.657,"Most to taxa","Fish","Snake_Sp",0.9687,"Mid&UCR_Sp",0.0313,79.09427,NA,NA
"191",46.16367,-124.4492,35630,"Chinook salmon","yearling",133,130,21.1,"Most to taxa","SEBASTES","ROCKFISH","Larva",2,0.037,"Most to taxa","Fish","Mid&UCR_Sp",0.9715,"Snake_Sp",0.0285,38.22311,NA,NA
"192",46.16367,-124.4492,35630,"Chinook salmon","yearling",133,130,21.1,"Most to taxa","OSTEICHTHYES","BONY FISHES","Material",0,0.164,"Most to taxa","Fish","Mid&UCR_Sp",0.9715,"Snake_Sp",0.0285,38.22311,NA,NA
"193",46.1635,-124.4542,35665,"Chinook salmon","yearling",147,156,33.8,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",2,0.764,"Most to genus or taxa","Fish","Snake_Sp",0.9986,NA,NA,NA,NA,NA
"194",46.1635,-124.4542,35671,"Chinook salmon","yearling",170,164,47.7,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",2,1.216,"Most to taxa","Fish","Snake_Sp",0.9993,NA,NA,55.78124,"Pahsimeroi",0.999587
"195",46.1635,-124.4542,35676,"Chinook salmon","yearling",158,153,40.8,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",3,0.15,"Most to taxa","Fish","Snake_Sp",0.9996,NA,NA,62.01852,"RapidRiver",0.995548
"196",46.1635,-124.4542,35677,"Chinook salmon","yearling",165,161,49,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",13,1.216,"Most to genus or taxa","Fish","Snake_Sp",0.9782,"Mid&UCR_Sp",0.0218,75.7037,"McCall",0.997433
"197",46.1635,-124.4542,35678,"Chinook salmon","yearling",165,159,47.9,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",3,0.443,"Most to taxa","Fish","Mid&UCR_Sp",0.8302,"Snake_Sp",0.1698,54.47989,NA,NA
"198",46.1635,-124.4542,35681,"Chinook salmon","yearling",169,161,50.5,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",0,0.168,"Some to taxa","Fish","Snake_Sp",0.9975,NA,NA,54.73281,"McCall",0.994529
"199",46.1635,-124.4542,35682,"Chinook salmon","yearling",172,167,57.9,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",3,0.599,"Most to genus or taxa","Fish","Snake_Sp",1,NA,NA,70.56595,"RapidRiver",0.9988
"200",46.1635,-124.4542,35683,"Chinook salmon","yearling",165,161,54.2,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",0,0.315,"Most to taxa","Fish","Mid&UCR_Sp",0.713,"Snake_Sp",0.287,66.48932,NA,NA
"201",46.1635,-124.4542,35686,"Chinook salmon","yearling",170,167,59.7,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",2,1.05,"Most to taxa","Fish","Snake_F",1,NA,NA,50.6178,NA,NA
"202",46.1635,-124.4542,35689,"Chinook salmon","yearling",180,179,73.7,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Material",1,0.041,"Most to taxa","Fish","Snake_Sp",0.9774,"Mid&UCR_Sp",0.0226,80.28815,"Sawtooth",0.993206
"203",46.1635,-124.4542,35689,"Chinook salmon","yearling",180,179,73.7,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",2,1.423,"Most to taxa","Fish","Snake_Sp",0.9774,"Mid&UCR_Sp",0.0226,80.28815,"Sawtooth",0.993206
"204",46.1635,-124.4542,35698,"Chinook salmon","yearling",151,150,33.5,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",10,0.84,"Most to genus or taxa","Fish","Snake_Sp",0.999726,NA,NA,56.4623,"Sawtooth",0.999726
"205",46.1635,-124.4542,35699,"Chinook salmon","yearling",162,159,41.6,"Most to genus or taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",3,0.508,"Most to genus or taxa","Fish","Snake_Sp",1,NA,NA,43.96138,"RapidRiver",0.999849
"206",46.16133,-124.4633,35701,"Chinook salmon","yearling",173,171,57.2,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",5,0.402,"Most to taxa","Fish","Snake_Sp",0.9981,NA,NA,90.13996,"McCall",0.985002
"207",46.16133,-124.4633,35702,"Chinook salmon","yearling",189,181,79.4,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.455,"Most to taxa","Fish","Snake_F",0.9887,"UCR_Su/F",0.0113,76.35736,NA,NA
